num_text_blocks,total_text_length,avg_text_len,num_images,largest_image_area,avg_image_area,img_aspect_ratio,has_table,has_quote,has_digits,is_agenda,slide_density,source,layout_class_numeric,layout_class
3,312,104.0,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
1,593,593.0,1,0.4,0.0,1.7265632288542256,0,0,0,0,0.2,synthetic,8,image_bottom
2,403,201.5,0,0.0,0.0,0.0,0,0,0,0,0.2,synthetic,2,two_column
1,174,174.0,1,1.0,0.0,0.025056148477917147,0,0,0,0,0.2,synthetic,10,image_background
5,408,81.6,0,0.0,0.0,0.0,0,0,0,1,0.5,synthetic,15,agenda
0,192,0.0,0,0.0,0.0,0.0,1,0,0,0,0.0,synthetic,14,table_center
1,100,100.0,3,0.0,0.2,0.08604526424539961,0,0,0,0,0.4,synthetic,9,image_grid
1,398,398.0,1,0.4,0.0,2.1484518026016914,0,0,0,0,0.2,synthetic,8,image_bottom
1,129,129.0,1,1.0,0.0,0.07027486252193542,0,0,0,0,0.2,synthetic,10,image_background
1,359,359.0,1,0.4,0.0,1.8667037356551017,0,0,0,0,0.2,synthetic,8,image_bottom
7,556,79.42857142857143,0,0.0,0.0,0.0,0,0,0,0,0.7,synthetic,13,timeline
1,253,253.0,1,0.4,0.0,1.7816735267754455,0,0,0,0,0.2,synthetic,8,image_bottom
2,587,293.5,0,0.0,0.0,0.0,0,0,0,0,0.2,synthetic,2,two_column
1,362,362.0,1,0.4,0.0,0.6999768992415745,0,0,0,0,0.2,synthetic,5,image_left
3,837,279.0,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
4,981,245.25,0,0.0,0.0,0.0,0,0,0,0,0.4,synthetic,4,four_column
1,17,17.0,0,0.0,0.0,0.0,0,0,1,0,0.1,synthetic,11,big_stat
1,286,286.0,1,0.4,0.0,1.3339436671392768,0,0,0,0,0.2,synthetic,5,image_left
1,117,117.0,0,0.0,0.0,0.0,1,0,0,0,0.1,synthetic,14,table_center
4,695,173.75,0,0.0,0.0,0.0,0,0,0,0,0.4,synthetic,4,four_column
1,463,463.0,1,0.4,0.0,2.1036035241950306,0,0,0,0,0.2,synthetic,8,image_bottom
3,819,273.0,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
1,444,444.0,1,0.4,0.0,1.8762864808484985,0,0,0,0,0.2,synthetic,8,image_bottom
1,78,78.0,0,0.0,0.0,0.0,0,0,1,0,0.1,synthetic,11,big_stat
3,375,125.0,0,0.0,0.0,0.0,0,0,0,1,0.3,synthetic,15,agenda
6,342,57.0,0,0.0,0.0,0.0,0,0,0,0,0.6,synthetic,13,timeline
2,22,11.0,0,0.0,0.0,0.0,0,0,1,0,0.2,synthetic,11,big_stat
1,21,21.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,1,title_center
1,81,81.0,1,1.0,0.0,0.012091039709382419,0,0,0,0,0.2,synthetic,10,image_background
1,168,168.0,0,0.0,0.0,0.0,1,0,0,0,0.1,synthetic,14,table_center
1,100,100.0,5,0.0,0.2,0.006586777337579727,0,0,0,0,0.6,synthetic,9,image_grid
1,272,272.0,1,0.4,0.0,2.067474954534938,0,0,0,0,0.2,synthetic,7,image_top
1,407,407.0,1,0.4,0.0,2.2170202958950886,0,0,0,0,0.2,synthetic,7,image_top
1,111,111.0,1,1.0,0.0,0.05121817516758288,0,0,0,0,0.2,synthetic,10,image_background
7,419,59.857142857142854,0,0.0,0.0,0.0,0,0,0,1,0.7,synthetic,15,agenda
1,100,100.0,5,0.0,0.2,0.025631672425658183,0,0,0,0,0.6,synthetic,9,image_grid
1,562,562.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,0,text_only
2,198,99.0,0,0.0,0.0,0.0,1,0,0,0,0.2,synthetic,14,table_center
1,100,100.0,2,0.0,0.2,-0.0012015091367433696,0,0,0,0,0.3,synthetic,9,image_grid
1,478,478.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,0,text_only
1,47,47.0,0,0.0,0.0,0.0,0,0,1,0,0.1,synthetic,11,big_stat
2,22,11.0,0,0.0,0.0,0.0,0,0,1,0,0.2,synthetic,11,big_stat
3,598,199.33333333333334,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
1,724,724.0,1,0.4,0.0,0.6084897403526238,0,0,0,0,0.2,synthetic,5,image_left
6,340,56.666666666666664,0,0.0,0.0,0.0,0,0,0,0,0.6,synthetic,13,timeline
1,130,130.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,1,title_center
1,489,489.0,1,0.4,0.0,1.0406369761695433,0,0,0,0,0.2,synthetic,5,image_left
1,761,761.0,1,0.4,0.0,1.0036952453778096,0,0,0,0,0.2,synthetic,5,image_left
1,100,100.0,1,1.0,0.0,0.044100961626690964,0,0,0,0,0.2,synthetic,10,image_background
2,315,157.5,0,0.0,0.0,0.0,0,0,0,0,0.2,synthetic,2,two_column
1,512,512.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,0,text_only
2,706,353.0,0,0.0,0.0,0.0,0,0,0,0,0.2,synthetic,2,two_column
1,316,316.0,1,0.4,0.0,2.2069805769420348,0,0,0,0,0.2,synthetic,7,image_top
3,433,144.33333333333334,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
1,122,122.0,1,1.0,0.0,-0.017938373324069775,0,0,0,0,0.2,synthetic,10,image_background
1,13,13.0,0,0.0,0.0,0.0,0,0,1,0,0.1,synthetic,11,big_stat
1,121,121.0,1,0.1,0.0,1.0465285814529834,0,1,0,0,0.2,synthetic,12,quote
4,814,203.5,0,0.0,0.0,0.0,0,0,0,0,0.4,synthetic,4,four_column
1,100,100.0,5,0.0,0.2,-0.08340610559412348,0,0,0,0,0.6,synthetic,9,image_grid
3,351,117.0,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
3,488,162.66666666666666,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
1,143,143.0,1,1.0,0.0,0.07930012105064907,0,0,0,0,0.2,synthetic,10,image_background
3,745,248.33333333333334,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
5,471,94.2,0,0.0,0.0,0.0,0,0,0,0,0.5,synthetic,13,timeline
1,476,476.0,1,0.4,0.0,2.0711150327004995,0,0,0,0,0.2,synthetic,7,image_top
1,253,253.0,1,0.1,0.0,0.9521619322252055,0,1,0,0,0.2,synthetic,12,quote
1,76,76.0,0,0.0,0.0,0.0,0,0,1,0,0.1,synthetic,11,big_stat
1,732,732.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,0,text_only
1,289,289.0,1,0.4,0.0,1.9392722081958853,0,0,0,0,0.2,synthetic,8,image_bottom
1,139,139.0,0,0.0,0.0,0.0,1,0,0,0,0.1,synthetic,14,table_center
1,100,100.0,2,0.0,0.2,0.017650357515011997,0,0,0,0,0.3,synthetic,9,image_grid
4,481,120.25,0,0.0,0.0,0.0,0,0,0,1,0.4,synthetic,15,agenda
1,534,534.0,1,0.4,0.0,1.8589455683899359,0,0,0,0,0.2,synthetic,8,image_bottom
7,628,89.71428571428571,0,0.0,0.0,0.0,0,0,0,0,0.7,synthetic,13,timeline
2,328,164.0,0,0.0,0.0,0.0,0,0,0,0,0.2,synthetic,2,two_column
4,634,158.5,0,0.0,0.0,0.0,0,0,0,0,0.4,synthetic,4,four_column
1,163,163.0,1,0.1,0.0,0.9671103699046619,0,1,0,0,0.2,synthetic,12,quote
3,709,236.33333333333334,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
1,137,137.0,0,0.0,0.0,0.0,0,1,0,0,0.1,synthetic,12,quote
3,606,202.0,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
1,100,100.0,5,0.0,0.2,-0.06160695120542049,0,0,0,0,0.6,synthetic,9,image_grid
1,683,683.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,0,text_only
7,408,58.285714285714285,0,0.0,0.0,0.0,0,0,0,0,0.7,synthetic,13,timeline
6,345,57.5,0,0.0,0.0,0.0,0,0,0,0,0.6,synthetic,13,timeline
1,71,71.0,0,0.0,0.0,0.0,0,0,1,0,0.1,synthetic,11,big_stat
7,622,88.85714285714286,0,0.0,0.0,0.0,0,0,0,0,0.7,synthetic,13,timeline
2,70,35.0,0,0.0,0.0,0.0,0,0,1,0,0.2,synthetic,11,big_stat
1,100,100.0,5,0.0,0.2,0.0038034533203821206,0,0,0,0,0.6,synthetic,9,image_grid
2,349,174.5,0,0.0,0.0,0.0,0,0,0,0,0.2,synthetic,2,two_column
1,138,138.0,1,1.0,0.0,-0.0413251590744871,0,0,0,0,0.2,synthetic,10,image_background
2,389,194.5,0,0.0,0.0,0.0,0,0,0,0,0.2,synthetic,2,two_column
1,115,115.0,0,0.0,0.0,0.0,1,0,0,0,0.1,synthetic,14,table_center
4,667,166.75,0,0.0,0.0,0.0,0,0,0,0,0.4,synthetic,4,four_column
1,356,356.0,1,0.4,0.0,1.022247014081337,0,0,0,0,0.2,synthetic,6,image_right
1,163,163.0,1,1.0,0.0,0.03486778813408219,0,0,0,0,0.2,synthetic,10,image_background
4,704,176.0,0,0.0,0.0,0.0,0,0,0,0,0.4,synthetic,4,four_column
1,70,70.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,1,title_center
1,97,97.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,1,title_center
4,513,128.25,0,0.0,0.0,0.0,0,0,0,0,0.4,synthetic,4,four_column
1,765,765.0,1,0.4,0.0,0.550029813172142,0,0,0,0,0.2,synthetic,6,image_right
1,265,265.0,1,0.4,0.0,0.8447442011133733,0,0,0,0,0.2,synthetic,5,image_left
1,100,100.0,2,0.0,0.2,0.049764798826771685,0,0,0,0,0.3,synthetic,9,image_grid
2,29,14.5,0,0.0,0.0,0.0,0,0,1,0,0.2,synthetic,11,big_stat
1,173,173.0,1,1.0,0.0,-0.012980711856825679,0,0,0,0,0.2,synthetic,10,image_background
1,100,100.0,3,0.0,0.2,-0.013179551736261548,0,0,0,0,0.4,synthetic,9,image_grid
2,549,274.5,0,0.0,0.0,0.0,0,0,0,0,0.2,synthetic,2,two_column
1,785,785.0,1,0.4,0.0,1.1614889893905467,0,0,0,0,0.2,synthetic,6,image_right
1,162,162.0,1,1.0,0.0,0.0537312670840924,0,0,0,0,0.2,synthetic,10,image_background
1,234,234.0,0,0.0,0.0,0.0,0,1,0,0,0.1,synthetic,12,quote
1,147,147.0,0,0.0,0.0,0.0,1,0,0,0,0.1,synthetic,14,table_center
1,236,236.0,1,0.1,0.0,0.9475494833036755,0,1,0,0,0.2,synthetic,12,quote
1,639,639.0,1,0.4,0.0,0.9365565557639743,0,0,0,0,0.2,synthetic,5,image_left
5,708,141.6,0,0.0,0.0,0.0,0,0,0,0,0.5,synthetic,13,timeline
1,572,572.0,1,0.4,0.0,1.1324260022633015,0,0,0,0,0.2,synthetic,5,image_left
1,696,696.0,1,0.4,0.0,1.3206145946462182,0,0,0,0,0.2,synthetic,6,image_right
1,436,436.0,1,0.4,0.0,2.0117858120019196,0,0,0,0,0.2,synthetic,8,image_bottom
2,98,49.0,0,0.0,0.0,0.0,1,0,0,0,0.2,synthetic,14,table_center
1,545,545.0,1,0.4,0.0,2.3204252358581625,0,0,0,0,0.2,synthetic,7,image_top
1,428,428.0,1,0.4,0.0,1.845145038724531,0,0,0,0,0.2,synthetic,7,image_top
1,307,307.0,1,0.4,0.0,1.7935463282105404,0,0,0,0,0.2,synthetic,7,image_top
3,119,39.666666666666664,0,0.0,0.0,0.0,0,0,0,1,0.3,synthetic,15,agenda
3,612,204.0,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
1,542,542.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,0,text_only
1,119,119.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,1,title_center
1,100,100.0,5,0.0,0.2,-0.003778277502026287,0,0,0,0,0.6,synthetic,9,image_grid
1,335,335.0,1,0.4,0.0,2.0112670352476005,0,0,0,0,0.2,synthetic,7,image_top
3,566,188.66666666666666,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
1,60,60.0,0,0.0,0.0,0.0,0,0,1,0,0.1,synthetic,11,big_stat
6,125,20.833333333333332,0,0.0,0.0,0.0,0,0,0,1,0.6,synthetic,15,agenda
1,667,667.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,0,text_only
1,73,73.0,0,0.0,0.0,0.0,0,0,1,0,0.1,synthetic,11,big_stat
1,615,615.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,0,text_only
1,100,100.0,2,0.0,0.2,-0.0738865692556832,0,0,0,0,0.3,synthetic,9,image_grid
1,138,138.0,1,1.0,0.0,0.07060079945306666,0,0,0,0,0.2,synthetic,10,image_background
3,699,233.0,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
1,455,455.0,1,0.4,0.0,2.1666252613774377,0,0,0,0,0.2,synthetic,8,image_bottom
1,652,652.0,1,0.4,0.0,1.1536558283966019,0,0,0,0,0.2,synthetic,6,image_right
1,100,100.0,2,0.0,0.2,-0.00044888752376524756,0,0,0,0,0.3,synthetic,9,image_grid
1,100,100.0,5,0.0,0.2,-0.026171253250499706,0,0,0,0,0.6,synthetic,9,image_grid
1,748,748.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,0,text_only
1,190,190.0,0,0.0,0.0,0.0,1,0,0,0,0.1,synthetic,14,table_center
4,532,133.0,0,0.0,0.0,0.0,0,0,0,0,0.4,synthetic,4,four_column
5,538,107.6,0,0.0,0.0,0.0,0,0,0,0,0.5,synthetic,13,timeline
1,526,526.0,1,0.4,0.0,1.1040374327202342,0,0,0,0,0.2,synthetic,6,image_right
1,105,105.0,1,1.0,0.0,0.0013839105392886497,0,0,0,0,0.2,synthetic,10,image_background
7,606,86.57142857142857,0,0.0,0.0,0.0,0,0,0,0,0.7,synthetic,13,timeline
1,403,403.0,1,0.4,0.0,2.0264598916366645,0,0,0,0,0.2,synthetic,8,image_bottom
1,71,71.0,0,0.0,0.0,0.0,0,0,1,0,0.1,synthetic,11,big_stat
1,437,437.0,1,0.4,0.0,0.9405721153631639,0,0,0,0,0.2,synthetic,6,image_right
1,698,698.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,0,text_only
1,727,727.0,1,0.4,0.0,0.822427330823095,0,0,0,0,0.2,synthetic,6,image_right
1,246,246.0,1,0.4,0.0,1.07707299632155,0,0,0,0,0.2,synthetic,5,image_left
2,16,8.0,0,0.0,0.0,0.0,0,0,1,0,0.2,synthetic,11,big_stat
1,270,270.0,1,0.4,0.0,2.546546296975938,0,0,0,0,0.2,synthetic,8,image_bottom
1,435,435.0,1,0.4,0.0,1.1796718677708857,0,0,0,0,0.2,synthetic,5,image_left
3,414,138.0,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
1,140,140.0,1,0.1,0.0,0.9932807184567327,0,1,0,0,0.2,synthetic,12,quote
3,532,177.33333333333334,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
1,526,526.0,1,0.4,0.0,2.2275845401808176,0,0,0,0,0.2,synthetic,7,image_top
2,757,378.5,0,0.0,0.0,0.0,0,0,0,0,0.2,synthetic,2,two_column
1,100,100.0,2,0.0,0.2,-0.015000248298712895,0,0,0,0,0.3,synthetic,9,image_grid
4,789,197.25,0,0.0,0.0,0.0,0,0,0,0,0.4,synthetic,4,four_column
1,100,100.0,2,0.0,0.2,-0.08139575950385079,0,0,0,0,0.3,synthetic,9,image_grid
1,127,127.0,0,0.0,0.0,0.0,1,0,0,0,0.1,synthetic,14,table_center
1,286,286.0,1,0.4,0.0,0.9129058042158702,0,0,0,0,0.2,synthetic,5,image_left
1,66,66.0,1,1.0,0.0,-0.005891091347110761,0,0,0,0,0.2,synthetic,10,image_background
1,280,280.0,1,0.4,0.0,0.9969891552730265,0,0,0,0,0.2,synthetic,5,image_left
1,340,340.0,1,0.4,0.0,0.9836421005683172,0,0,0,0,0.2,synthetic,6,image_right
6,414,69.0,0,0.0,0.0,0.0,0,0,0,0,0.6,synthetic,13,timeline
1,43,43.0,0,0.0,0.0,0.0,0,0,1,0,0.1,synthetic,11,big_stat
1,268,268.0,1,0.4,0.0,1.100042593126399,0,0,0,0,0.2,synthetic,5,image_left
5,541,108.2,0,0.0,0.0,0.0,0,0,0,0,0.5,synthetic,13,timeline
1,706,706.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,0,text_only
1,86,86.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,1,title_center
1,480,480.0,1,0.4,0.0,2.211241906035658,0,0,0,0,0.2,synthetic,7,image_top
2,114,57.0,0,0.0,0.0,0.0,1,0,0,0,0.2,synthetic,14,table_center
2,760,380.0,0,0.0,0.0,0.0,0,0,0,0,0.2,synthetic,2,two_column
5,423,84.6,0,0.0,0.0,0.0,0,0,0,1,0.5,synthetic,15,agenda
1,29,29.0,0,0.0,0.0,0.0,0,0,1,0,0.1,synthetic,11,big_stat
1,324,324.0,1,0.4,0.0,2.1735468004552545,0,0,0,0,0.2,synthetic,8,image_bottom
1,444,444.0,1,0.4,0.0,1.8805629736435079,0,0,0,0,0.2,synthetic,7,image_top
7,176,25.142857142857142,0,0.0,0.0,0.0,0,0,0,1,0.7,synthetic,15,agenda
0,136,0.0,0,0.0,0.0,0.0,1,0,0,0,0.0,synthetic,14,table_center
4,473,118.25,0,0.0,0.0,0.0,0,0,0,0,0.4,synthetic,4,four_column
1,100,100.0,3,0.0,0.2,0.0627900588266473,0,0,0,0,0.4,synthetic,9,image_grid
1,100,100.0,2,0.0,0.2,0.07063767351108677,0,0,0,0,0.3,synthetic,9,image_grid
1,262,262.0,1,0.4,0.0,0.9499789212452554,0,0,0,0,0.2,synthetic,6,image_right
5,448,89.6,0,0.0,0.0,0.0,0,0,0,1,0.5,synthetic,15,agenda
2,84,42.0,0,0.0,0.0,0.0,1,0,0,0,0.2,synthetic,14,table_center
1,71,71.0,0,0.0,0.0,0.0,0,0,1,0,0.1,synthetic,11,big_stat
1,433,433.0,1,0.4,0.0,1.761199940741412,0,0,0,0,0.2,synthetic,8,image_bottom
1,105,105.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,1,title_center
1,496,496.0,1,0.4,0.0,1.1124674007612554,0,0,0,0,0.2,synthetic,5,image_left
6,624,104.0,0,0.0,0.0,0.0,0,0,0,0,0.6,synthetic,13,timeline
1,671,671.0,1,0.4,0.0,0.9496109193195997,0,0,0,0,0.2,synthetic,6,image_right
1,135,135.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,1,title_center
1,98,98.0,1,0.1,0.0,1.0344898305319412,0,1,0,0,0.2,synthetic,12,quote
1,100,100.0,2,0.0,0.2,0.01737564836228997,0,0,0,0,0.3,synthetic,9,image_grid
2,788,394.0,0,0.0,0.0,0.0,0,0,0,0,0.2,synthetic,2,two_column
1,286,286.0,1,0.4,0.0,2.1405576051089508,0,0,0,0,0.2,synthetic,8,image_bottom
3,478,159.33333333333334,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
3,842,280.6666666666667,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
1,67,67.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,1,title_center
2,79,39.5,0,0.0,0.0,0.0,0,0,1,0,0.2,synthetic,11,big_stat
1,124,124.0,0,0.0,0.0,0.0,0,1,0,0,0.1,synthetic,12,quote
3,400,133.33333333333334,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
1,789,789.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,0,text_only
2,306,153.0,0,0.0,0.0,0.0,0,0,0,0,0.2,synthetic,2,two_column
1,131,131.0,0,0.0,0.0,0.0,0,1,0,0,0.1,synthetic,12,quote
7,431,61.57142857142857,0,0.0,0.0,0.0,0,0,0,1,0.7,synthetic,15,agenda
1,135,135.0,1,1.0,0.0,-0.10613794762794125,0,0,0,0,0.2,synthetic,10,image_background
1,655,655.0,1,0.4,0.0,1.1671557730716873,0,0,0,0,0.2,synthetic,6,image_right
5,228,45.6,0,0.0,0.0,0.0,0,0,0,1,0.5,synthetic,15,agenda
1,351,351.0,1,0.4,0.0,2.0135429995090144,0,0,0,0,0.2,synthetic,7,image_top
5,447,89.4,0,0.0,0.0,0.0,0,0,0,0,0.5,synthetic,13,timeline
1,511,511.0,1,0.4,0.0,1.9372406422030488,0,0,0,0,0.2,synthetic,8,image_bottom
4,924,231.0,0,0.0,0.0,0.0,0,0,0,0,0.4,synthetic,4,four_column
0,178,0.0,0,0.0,0.0,0.0,1,0,0,0,0.0,synthetic,14,table_center
1,262,262.0,1,0.4,0.0,2.0314595931892137,0,0,0,0,0.2,synthetic,8,image_bottom
5,561,112.2,0,0.0,0.0,0.0,0,0,0,0,0.5,synthetic,13,timeline
1,757,757.0,1,0.4,0.0,1.2931181262815015,0,0,0,0,0.2,synthetic,5,image_left
1,420,420.0,1,0.4,0.0,0.8574867478968925,0,0,0,0,0.2,synthetic,5,image_left
1,100,100.0,2,0.0,0.2,0.0023172715740329276,0,0,0,0,0.3,synthetic,9,image_grid
1,585,585.0,1,0.4,0.0,1.7485637907984617,0,0,0,0,0.2,synthetic,8,image_bottom
1,686,686.0,1,0.4,0.0,1.1095755682887158,0,0,0,0,0.2,synthetic,5,image_left
1,100,100.0,3,0.0,0.2,0.03497702923773045,0,0,0,0,0.4,synthetic,9,image_grid
2,41,20.5,0,0.0,0.0,0.0,0,0,1,0,0.2,synthetic,11,big_stat
1,157,157.0,0,0.0,0.0,0.0,1,0,0,0,0.1,synthetic,14,table_center
2,71,35.5,0,0.0,0.0,0.0,1,0,0,0,0.2,synthetic,14,table_center
4,940,235.0,0,0.0,0.0,0.0,0,0,0,0,0.4,synthetic,4,four_column
3,869,289.6666666666667,0,0.0,0.0,0.0,0,0,0,0,0.3,synthetic,3,three_column
0,55,0.0,0,0.0,0.0,0.0,1,0,0,0,0.0,synthetic,14,table_center
1,288,288.0,0,0.0,0.0,0.0,0,1,0,0,0.1,synthetic,12,quote
1,255,255.0,1,0.4,0.0,2.0110159682720106,0,0,0,0,0.2,synthetic,7,image_top
1,419,419.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,0,text_only
4,731,182.75,0,0.0,0.0,0.0,0,0,0,0,0.4,synthetic,4,four_column
1,501,501.0,1,0.4,0.0,1.049810419523899,0,0,0,0,0.2,synthetic,5,image_left
6,790,131.66666666666666,0,0.0,0.0,0.0,0,0,0,0,0.6,synthetic,13,timeline
5,378,75.6,0,0.0,0.0,0.0,0,0,0,1,0.5,synthetic,15,agenda
1,504,504.0,1,0.4,0.0,2.4253686899078626,0,0,0,0,0.2,synthetic,7,image_top
2,507,253.5,0,0.0,0.0,0.0,0,0,0,0,0.2,synthetic,2,two_column
1,424,424.0,1,0.4,0.0,1.6017002547195995,0,0,0,0,0.2,synthetic,8,image_bottom
1,86,86.0,1,1.0,0.0,0.025125576007779357,0,0,0,0,0.2,synthetic,10,image_background
1,100,100.0,4,0.0,0.2,-0.010699504189729158,0,0,0,0,0.5,synthetic,9,image_grid
2,36,18.0,0,0.0,0.0,0.0,0,0,1,0,0.2,synthetic,11,big_stat
1,586,586.0,1,0.4,0.0,1.3092669427848198,0,0,0,0,0.2,synthetic,6,image_right
7,759,108.42857142857143,0,0.0,0.0,0.0,0,0,0,0,0.7,synthetic,13,timeline
1,58,58.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,1,title_center
1,607,607.0,1,0.4,0.0,0.7917325122607932,0,0,0,0,0.2,synthetic,6,image_right
1,505,505.0,1,0.4,0.0,1.760849676737644,0,0,0,0,0.2,synthetic,8,image_bottom
7,476,68.0,0,0.0,0.0,0.0,0,0,0,1,0.7,synthetic,15,agenda
1,773,773.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,0,text_only
1,685,685.0,1,0.4,0.0,1.0360098851020516,0,0,0,0,0.2,synthetic,6,image_right
4,956,239.0,0,0.0,0.0,0.0,0,0,0,0,0.4,synthetic,4,four_column
1,362,362.0,1,0.4,0.0,2.1736473510266103,0,0,0,0,0.2,synthetic,7,image_top
1,73,73.0,0,0.0,0.0,0.0,0,0,0,0,0.1,synthetic,1,title_center
1,595,595.0,1,0.4,0.0,1.9879995235051717,0,0,0,0,0.2,synthetic,7,image_top
